-7.35127338,1.75950219,0
-0.622738,0.44863651,3
-7.19644231,1.75685582,0
-1.55099082,-1.12527351,3
0.23651398,-1.23664537,4
-4.10110814,2.07634148,1
-4.90926685,2.03608043,1
-0.01618683,-1.57790618,3
-4.18706675,-3.99941804,2
0.65412784,-2.19883248,4
-2.56224954,0.95743408,3
-5.63577025,2.21154395,1
-4.39666136,-4.28226929,2
-7.33579848,1.62968176,0
-4.46448858,-4.4793856,2
-6.66027743,-3.1019223,2
-4.94443735,-1.13435698,2
-0.80371897,0.23939987,3
1.9995837,-1.61809812,4
-3.67298292,1.7681954,1
-4.11540707,-2.93900912,2
-6.70026135,0.45544157,0
1.25756629,-0.62403056,4
-4.23162551,2.06100786,1
-0.41335674,-0.37998652,3
-0.04837467,0.07695764,3
2.89728754,-1.31653449,4
1.91781249,-1.7311641,4
0.08549436,-1.78571404,3
-7.43962748,1.64804811,0
-4.46246938,1.43587744,1
-8.91664428,-0.71492459,0
-0.26461901,-1.13374726,3
-0.06889698,-1.24758231,3
-1.09343095,-0.69255032,3
-6.99602804,-0.05040139,0
-4.36686064,-3.07405455,2
-4.82079266,-3.82667435,2
-8.38783171,-0.78109675,0
2.78953942,-0.14535251,4
-5.48883824,-5.21940532,2
0.23749598,-2.3527474,4
-5.61833131,0.71731774,1
-3.38512419,-5.21946616,2
2.57033845,-1.48465761,4
-3.70808488,-6.61273058,2
-3.34712743,0.52879275,1
-1.46884016,0.20725668,3
0.1070784,-1.08794854,3
-5.83012619,2.05825186,1
1.65793154,-1.76702875,4
-7.54278649,-1.02190315,0
-7.846364,1.40659111,0
-7.01817987,-0.38826397,0
1.30769356,-0.8969326,3
-7.50095951,-0.09959735,0
1.26519341,-1.62871801,4
2.17970493,-2.65523407,4
2.25851772,-1.3400109,4
0.40198818,-1.93308656,4
-4.88851663,-4.58900475,2
-3.61805301,-4.72655965,2
-1.16491843,-0.67077198,3
-5.05485114,-2.81710876,2
-6.02655965,1.50693023,1
2.49782355,-0.9353212,4
-3.64415497,1.33606784,1
-7.8557436,0.52096138,0
-3.88184718,-3.60899354,2
-1.38712326,-0.83717703,3
-5.06266135,-0.15105138,1
-4.4861673,2.23291711,1
-7.963992,0.82505158,0
-5.85695097,0.85497422,1
0.30109378,-0.20141635,3
-3.53978213,-4.02294278,2
-0.0694857,-0.34645035,3
-4.30793047,-6.19595702,2
-4.34826818,-4.68127438,2
3.26580637,-0.65414999,4
-0.71967896,-0.77876865,3
-5.82149359,1.26046693,1
-7.66719815,-0.38515018,0
-0.20706893,-0.19389038,4
-5.17262056,1.51673436,1
1.37034222,-1.05615674,4
0.25416837,-1.12366198,3
-3.79358038,-3.91320567,2
-0.10966543,-1.76452576,3
-6.98954856,0.61490684,0
-3.15064931,-3.6203926,2
0.21627998,-2.55796845,4
-4.31780421,2.08355486,1
-1.77628153,-1.33123562,3
-0.42942142,-0.95284399,3
-5.09568504,-2.17967147,2
-3.95395846,0.28318428,1
-0.13954229,0.67476203,3
-6.79378882,0.10702058,0
-0.40933282,-1.64009747,3
-0.55839114,0.48639421,3
-7.80949083,0.55984621,0
-4.23780009,-4.78397581,2
-4.55862093,-3.84347169,2
2.6867103,-0.12104048,4
-4.12578188,2.40545841,1
2.23367706,0.95215123,4
-4.14847095,0.08990959,1
-3.80168522,1.37745238,1
-8.10533389,2.12061474,0
-5.03580522,-5.4329266,2
-3.98837413,-0.22742963,1
-4.72701646,-6.24651782,2
-7.81882422,1.10923648,0
-9.54691059,1.40787189,0
-8.52375989,0.93598589,0
-6.88277654,-6.05330618,2
1.27148693,-1.96476913,4
-0.47598976,-0.18226941,3
-3.67272073,1.15294872,1
-3.43293351,-3.44837895,2
0.13775892,-0.88433575,4
-6.42070111,-0.09271948,1
-4.39223516,3.09611051,1
-7.02427112,0.45236873,0
-4.19174768,-4.62213414,2
-7.50767936,0.83795363,0
1.0733112,-2.89263083,4
0.13862766,-1.12147104,4
1.28807556,-2.3657336,4
-7.39468514,1.46816949,0
-2.6814002,-0.0320783,1
-4.50669433,-1.06971909,1
-3.93410155,-4.31924874,2
0.51254443,-1.16960036,4
-4.53959243,-0.98619195,1
-0.19032599,-0.4682906,4
2.25076713,-0.11583495,4
-9.80620931,1.48536362,0
-1.05371658,-2.80789365,3
-5.08021218,1.05585837,1
-9.08519499,0.83743284,0
0.68944774,-1.9191266,3
2.98943709,-1.90006305,4
-2.67068634,-0.54486151,3
-9.29971967,0.82295461,0
-4.76783657,1.35252267,1
-8.87892087,1.34609225,0
-3.19334034,-4.57494553,2
-7.33668347,-0.10864872,0
